OC_omid,issn,EP_id,Publications_in_venue,Open Access
614020571,"['1466-0970', '1743-9590']",446988,1181,Unknown
614020585,"['1464-0694', '0960-2011']",445149,1492,Unknown
61402087559,['2544-2317'],498239,4,True
61402087585,"['2544-2139', '2544-2546']",500310,35,True
61402087606,"['2544-2872', '0024-4708']",497769,6,True
61402087614,"['2544-3003', '2081-8882']",486220,58,True
61402087623,['2544-302X'],493188,10,True
61402087632,"['2544-3186', '1508-6305']",488134,6,True
61402087636,"['1899-0665', '2544-3275']",493779,493,True
61402087706,"['2544-3283', '2543-5442']",499222,62,Unknown
61402113279,"['0212-4068', '1989-9106']",482012,259,True
61402114204,"['1989-8975', '1699-7476']",491087,148,True
61402114220,"['1134-6035', '1989-8991']",486558,146,True
61402114221,['1989-9068'],486052,130,True
61402114261,['1989-9076'],490578,44,Unknown
61402114299,['1989-9289'],483903,137,True
61402114313,"['1889-4178', '1989-9335']",485104,91,Unknown
61402159376,['2398-7685'],502081,7,True
61402189612,"['2300-9683', '2543-8557']",489665,4,Unknown
614022124,"['0022-5010', '1573-0387']",443924,1135,Unknown
6140222113,"['0734-1512', '1477-2620']",441198,655,Unknown
61402395180,['1566-0141'],440203,843,Unknown
61402399132,['2414-584X'],488278,108,True
61402422378,['0552-2153'],498025,28,Unknown
61402422389,['0552-2188'],501744,107,Unknown
61402422497,"['0552-4245', '2353-3021']",500340,10,True
614024962,"['1460-3705', '0267-3231']",342677,1230,Unknown
6140251365,['2235-0225'],478004,4,True
61402564,"['0305-0009', '1469-7602']",442570,2373,Unknown
614026277,['0740-5472'],341650,4709,Unknown
614026284,['0740-624X'],440993,1676,Unknown
61402641461,"['2523-4293', '1811-3141']",497360,124,Unknown
61402695752,['2173-478X'],483718,30,Unknown
61402747579,"['2271-6149', '0220-5610']",438787,365,True
6140276069,['0819-8691'],482521,250,Unknown
6140276188,"['1752-2366', '0822-7942']",340810,335,Unknown
6140291615,"['2056-4414', '2056-4406']",487588,143,Unknown
614029697,"['1141-7161', '2268-4247']",482925,465,True
614029698,"['0009-8140', '2032-0442']",477347,311,Unknown
614029699,['1958-5322'],475393,76,True
61403203,"['0257-3032', '1564-6971']",447707,415,Unknown
6140322525,"['2352-6408', '2352-6416']",484554,57,Unknown
61403315243,"['1758-9509', '1476-413X']",474915,211,Unknown
61403315379,"['1476-4504', '2040-1388']",446315,198,Unknown
61403320390,"['0254-9948', '2057-1690']",481475,572,Unknown
61403543686,['2499-6637'],499580,1,True
614036648,"['0018-246X', '1469-5103']",441181,2863,Unknown
614036686,"['0018-2648', '1468-229X']",441197,1210,Unknown
61403686241,['0036-7834'],481681,1,Unknown
6602594365,['2296-6013'],481681,3,Unknown
614037286,['1278-3366'],439743,1071,True
614037942,"['1430-2772', '0340-0727', '0033-3026']",341581,3246,Unknown
614038267,"['1504-3134', '0801-3322']",339944,114,Unknown
614038270,"['0809-6724', '1891-943X']",477293,279,True
614039600,"['1890-7008', '0809-7291']",468273,152,Unknown
614039602,"['1891-1838', '0800-1014']",342140,216,Unknown
614039698,"['1386-7415', '0167-9902', '1573-1200', '0166-2031']",341566,1449,Unknown
614039748,['1697-0780'],473386,8,True
614042604,"['2211-4742', '2211-4750']",478307,197,Unknown
614044004,['0301-0511'],343251,4893,Unknown
614044428,"['2431-210X', '0987-6014']",491082,387,True
6140450586,"['1754-4750', '1754-4769']",478699,432,Unknown
614045581,"['2056-9785', '2056-9793']",488772,49,Unknown
614045984,"['2310-8770', '2306-4994']",504357,988,True
614046436,"['1221-8618', '1844-8585']",481102,372,Unknown
614046966,"['2182-9942', '1646-043X']",486227,165,True
614047055,"['2413-0060', '2411-7587']",488409,60,Unknown
6140501886,"['1747-5848', '0969-9082']",448172,498,Unknown
614051007,"['1777-5388', '1252-6576']",438786,386,Unknown
6140555023,"['1470-126X', '0158-037X']",447257,661,Unknown
614059913,"['0093-4690', '2042-4582']",442927,1988,Unknown
6140601697,"['1573-3394', '1065-3058', '1099-1042']",410773,1116,Unknown
614061086,"['1469-3518', '0141-1926']",428647,1914,Unknown
614061091,"['1466-4496', '0261-4367']",340841,1357,Unknown
614061173,"['0439-4216', '1953-8103']",444399,1732,Unknown
614061217,"['1477-2744', '1068-316X']",446201,1251,Unknown
6140632049,['1986-3497'],477421,303,Unknown
6140632116,['1986-4558'],504070,58,Unknown
6140632146,"['1986-5864', '2233-1158']",488245,6,True
6140632160,"['1986-6038', '1986-602X']",488426,32,Unknown
6140632236,"['2637-2185', '1986-681X']",498057,26,Unknown
614064425,"['2326-6384', '1355-6207']",442448,292,Unknown
6140674383,['0543-1220'],486692,6,Unknown
6140674464,['0543-3657'],505042,1,Unknown
6140674471,"['0543-5846', '1334-2576']",444780,2,True
6140728911,['2631-9179'],499180,27,True
6140728935,"['1472-9474', '2631-9713']",496662,142,True
6140767989,"['1387-6759', '1569-9897']",343568,282,Unknown
6140804064,['0032-6186'],497939,45,Unknown
6140804186,"['2196-8225', '0032-7034']",445996,1955,Unknown
6140829401,"['1366-0691', '1749-6276']",478829,41,Unknown
6140857165,"['0956-5361', '1469-1787']",437681,814,Unknown
6140882097,"['1570-0682', '0943-3058']",444788,570,Unknown
61409636,"['2159-4260', '0001-4788']",449208,1511,Unknown
61501010206,"['1753-5522', '1350-5033']",439458,458,Unknown
61501010306,"['1461-7420', '1350-5068']",343220,894,Unknown
615010550,"['0003-6390', '2156-7093']",437886,636,Unknown
61501095849,"['1847-9758', '1848-5030']",480420,38,True
61501095862,"['1848-5197', '1848-5189']",487052,174,Unknown
61501108,"['1059-0145', '1573-1839']",443712,1398,Unknown
61501110,['1059-0560'],342675,2712,Unknown
61501119388,"['1989-6840', '0210-6124']",472200,39,True
61501119405,"['0210-7694', '2253-7686']",441039,11,Unknown
61501119409,"['0210-8178', '2660-7301']",471084,7,True
61501123407,"['1582-2486', '2821-8078']",483848,17,True
61501123411,"['2065-944X', '1582-2524']",497350,7,Unknown
61501123418,['1582-3458'],484191,26,True
61501123470,"['1582-5450', '1222-569X']",496721,5,True
61501123473,"['1582-5647', '2069-0061']",477326,169,Unknown
61501213,"['1477-4526', '0951-0893']",440191,2299,Unknown
61501234363,"['1092-7697', '1573-7748']",441871,780,Unknown
61501253821,['1634-0450'],472672,71,True
61501263,['0951-354X'],441827,1613,Unknown
61501265107,"['1137-2427', '2254-2043']",472269,30,True
61501265195,['2254-3139'],496999,158,True
61501265739,['2253-6655'],490011,51,True
61501265744,['2253-797X'],488530,195,True
61501265775,['2254-0059'],485097,133,True
61501265812,['2254-0644'],490602,29,True
61501265822,['2254-0709'],496408,27,True
61501265832,['2254-1179'],490013,8,True
61501265842,"['2254-1756', '2174-047X']",485828,104,True
61501265859,['2254-2035'],480317,53,True
61501265896,"['2254-2728', '2174-0992']",487722,38,True
61501265918,"['2254-2930', '2254-7673']",485630,10,Unknown
61501265946,['2254-3376'],489558,67,True
61501318,['0951-3574'],498987,1528,Unknown
61501338939,"['1745-8226', '1474-8932']",483212,211,Unknown
61501414298,"['1166-3081', '1958-5780']",470864,501,Unknown
61501436653,"['2428-3606', '1768-9260']",483801,329,Unknown
61501440002,"['2300-7605', '2083-8530']",485005,91,True
61501468223,['2266-839X'],480883,95,True
61501469626,"['1121-1733', '1972-4926']",480121,155,Unknown
61501476766,['1576-3420'],487101,26,True
61501476793,['1576-4737'],470314,417,True
61501476864,"['2174-0534', '1576-5962']",489512,292,True
61501489214,"['2079-3715', '2309-1088']",484864,306,True
61501494134,"['2065-9547', '1453-4223']",486646,69,True
61501494470,"['2668-4608', '1453-0961']",484087,1,Unknown
61501494543,"['1453-7257', '2393-2694']",476547,5,True
61501494548,['1453-9306'],483192,12,Unknown
61501494582,"['2734-4487', '1454-1513']",493327,2,Unknown
61501494584,['1454-1521'],501844,18,Unknown
61501494603,['1454-4296'],488901,3,True
61501494621,"['1454-9409', '2344-4975']",501790,168,True
61501500289,"['1758-3497', '1758-3489']",478841,150,Unknown
61501511712,"['0205-1834', '1314-8508']",486163,1,Unknown
615015497,"['1466-4348', '0950-2386']",340618,1394,Unknown
61501567186,"['2282-5940', '0025-7834']",491282,91,Unknown
61501567271,"['2282-717X', '2591-7684']",483574,44,True
61501567384,['2283-6837'],504988,18,Unknown
61501585824,"['2014-8801', '0211-819X']",483965,267,True
61501634680,"['2184-0458', '2183-0886']",498694,48,True
61501642640,"['2660-7212', '2660-4167']",503826,13,Unknown
61501642678,['2660-7395'],498643,2,True
6602405667,['1578-6072'],498643,2,True
61501642681,['2660-7697'],503407,3,True
61501642684,"['1131-7027', '2660-7743']",499972,13,True
61501642703,"['1137-8905', '2660-891X']",482916,25,True
61501644815,"['2313-2345', '2312-1866']",488396,30,Unknown
61501663813,['2227-1864'],491065,65,Unknown
61501663910,"['2227-281X', '2227-2747']",502395,47,Unknown
615016859,"['1095-9254', '0140-1971']",341743,3587,Unknown
615016873,"['0140-2382', '1743-9655']",340264,2251,Unknown
615016908,"['0140-2390', '1743-937X']",443796,1393,Unknown
615016934,"['1469-1825', '0140-525X']",341882,13871,Unknown
61501696890,"['1338-5283', '1338-4465']",480266,47,Unknown
61501696909,"['1338-6581', '2644-5212']",487106,4,Unknown
61501696953,"['2585-8661', '1338-7219']",487534,21,Unknown
61501697011,['1338-7944'],493010,5,Unknown
61501697021,['1338-8339'],484073,11,Unknown
61801432291,['1339-3367'],484073,91,True
61501739149,['1886-4805'],471993,148,True
61501795014,"['1753-8548', '1755-1706']",474481,170,Unknown
615018044,['0891-4222'],340337,4694,Unknown
61501815791,"['2172-055X', '2386-4761']",484915,7,Unknown
61501815794,['2172-2862'],483916,12,True
61501815811,"['2172-3184', '1575-0825']",488807,69,True
61501815904,"['2172-7155', '2172-3958']",485827,127,Unknown
61501815941,['2172-7457'],493299,6,True
61501815946,"['2172-7929', '2172-7910']",498751,25,True
61501828946,['2218-2926'],491014,31,True
6150183419,['2059-4631'],489563,222,Unknown
61501840192,['2000-0898'],480855,125,Unknown
61501854070,"['1139-7608', '2254-6413']",486200,28,True
61501854838,"['0021-325X', '2254-6219']",488767,41,Unknown
61501854856,"['2254-6227', '0036-9764']",481685,61,Unknown
61501854912,"['2254-6243', '0211-4526']",492991,49,Unknown
61501854922,"['2254-6332', '1138-5596']",497173,26,True
61501854927,"['1139-0107', '2254-6367']",483579,51,True
61501854950,['2254-6529'],489561,34,True
61501854969,"['0212-0747', '2254-660X']",497169,62,Unknown
61501854991,['2254-6901'],491490,39,True
61501854999,['2254-7037'],484859,6,True
61501855003,['2254-7053'],486781,30,Unknown
61501866662,"['1848-1590', '1848-7459']",485430,11,True
61501867816,"['1646-1479', '2183-2269']",494355,212,True
61501868006,['1646-3714'],485529,6,True
61501868008,['1646-477X'],488170,9,True
61501868014,"['1646-4974', '1646-4923']",486269,48,True
61501878427,['2183-6884'],482573,3,Unknown
61501878435,['2183-7082'],493812,6,True
61501878440,"['2183-7139', '0870-4112']",490409,21,True
61501878467,"['2184-0644', '2183-7384']",494709,19,Unknown
61501878518,['2183-816X'],504627,7,Unknown
61501878533,"['2649-8529', '1286-1715']",446933,21,Unknown
61501888017,"['1943-9938', '1943-9946']",489169,86,True
61501898806,['2081-688X'],485034,7,True
61501899965,"['2029-4581', '2345-0037']",498667,158,True
61501900002,"['0132-6503', '2345-0045']",481861,139,True
61501900126,"['0204-2061', '2345-0053']",473343,126,True
61501900160,"['2345-0061', '1392-0359']",473756,178,True
61501900225,"['2345-0266', '1648-2425']",498668,101,True
61501902709,['1138-9435'],504806,83,Unknown
62302236672,['2445-3072'],504806,1,Unknown
61501902742,['1138-9877'],486610,31,True
61501922791,['0872-4784'],482576,19,Unknown
61501934146,"['0038-0377', '1865-5106']",481698,125,Unknown
61501934319,"['1865-519X', '0034-1398']",477659,195,Unknown
61501944538,['2308-8885'],497933,4,Unknown
61501949705,['2535-8219'],498211,27,True
61501949715,"['1500-8576', '2535-8308']",339817,2,True
615019547,"['1460-373X', '0192-5121']",442088,1279,Unknown
61501961059,"['2719-6496', '0023-5881']",481604,12,True
61501961068,"['0023-5903', '2451-1315']",481606,63,Unknown
61501961097,['0023-5938'],481608,104,Unknown
61501965391,"['2044-5911', '2044-592X']",478602,873,Unknown
61501973610,"['1392-6748', '2538-8738']",483126,50,True
61501977187,['1820-1768'],476645,11,Unknown
61501998021,['0165-0750'],439272,1353,Unknown
61502009450,['1989-1709'],491039,38,True
61502009532,['1989-3302'],484123,7,True
61502009538,['1989-3477'],486254,73,True
61502009561,"['0212-1867', '1989-3558', '1989-3574']",488774,75,Unknown
61502009598,['1989-3612'],497059,63,True
61502009613,['1989-3663'],486010,30,Unknown
61502009630,"['1889-6855', '1989-3787']",488691,52,True
61502016498,"['2458-1054', '2284-5747']",491253,8,Unknown
61502016510,"['2284-5968', '2458-1046']",491250,8,Unknown
61502016519,"['2284-5976', '2501-0409']",491254,5,Unknown
61502016530,"['2284-5984', '2501-0425']",491251,3,Unknown
61502016533,"['2284-5992', '2501-0417']",491252,4,Unknown
61502016627,"['2284-7308', '1224-984X']",484052,195,True
61502016678,"['2284-7820', '1843-5971']",486412,227,True
61502029573,"['1854-9632', '2350-4218']",485337,39,True
61502029598,"['1392-3110', '2351-6712']",501839,43,True
61502062090,"['0031-8868', '1568-5284']",445766,930,Unknown
61502082411,['2399-7435'],503327,26,True
61502092708,"['2707-6660', '2707-7306']",498549,4,True
61502095076,"['1740-0236', '1740-0228']",469340,406,Unknown
61502215988,"['0032-3241', '1846-8721']",483936,38,True
615022187,"['1461-1457', '1469-5111']",441945,2554,True
615022194,"['1461-6734', '1469-2988']",438213,819,Unknown
61502384822,"['1749-6292', '0305-5477']",479924,339,Unknown
61502390649,"['2233-1131', '1986-812X']",503352,8,Unknown
615024066,"['1468-4373', '0022-5045']",443929,1393,Unknown
61502453290,"['1477-2264', '1048-6801']",483214,555,Unknown
61502455931,"['2051-9672', '2051-9680']",480626,50,Unknown
61502455944,"['2051-9699', '2051-9702']",485294,68,Unknown
61502455968,"['2051-9729', '2051-9710']",485167,57,Unknown
6150248666,['2212-0122'],479760,178,Unknown
61502661646,['0032-3802'],481651,9,Unknown
61502676344,"['1872-2636', '1872-261X']",475455,180,Unknown
61502692835,"['1744-4233', '1382-5577']",440432,510,Unknown
615027197,"['1461-7277', '1359-1053']",342588,3319,Unknown
615027239,"['1741-2951', '1469-6053']",443738,373,Unknown
61502767,"['0305-0068', '1360-0486']",343044,1456,Unknown
61502803,['0305-0483'],340553,3856,Unknown
61502823529,"['1721-5242', '2283-7337']",488342,58,Unknown
61502866493,"['1777-7852', '2269-7721']",483420,158,Unknown
61502866498,"['1777-9006', '2102-5878']",485564,303,True
61503093438,"['1955-2343', '0035-1776']",480715,645,Unknown
61503093566,['0035-1849'],468677,112,Unknown
61503093619,['0035-2004'],446602,909,Unknown
6150326419,"['1360-2365', '1466-4410']",442451,601,Unknown
61503322911,"['1479-8409', '1479-8417']",451200,531,Unknown
61503345779,"['1063-1119', '1568-5306']",342974,795,Unknown
615033726,"['1568-5330', '0042-4935']",448040,1647,Unknown
615033768,"['1570-0720', '0042-6032']",448048,1034,Unknown
61503551622,['2172-0223'],488214,2,True
61503698884,['0047-0767'],342846,1,Unknown
61503742489,['0282-423X'],443450,24,Unknown
61602242214,['2001-7367'],443450,394,Unknown
6150389265,"['0724-9713', '2589-0859', '1438-1680']",452340,82,Unknown
6150389346,['0072-4769'],493715,69,Unknown
615040612,"['2050-4578', '0020-7209']",441829,2089,Unknown
615040813,"['1943-2836', '0020-7284']",441861,2575,Unknown
6150419333,"['1387-1579', '1573-1855']",433769,531,Unknown
6150433871,"['1477-9633', '2040-056X']",474912,218,Unknown
615044414,"['2211-2596', '2211-0046']",480507,153,Unknown
6150459788,"['2210-657X', '2210-6561']",477918,524,Unknown
615046375,"['1464-5033', '0301-4460']",437779,2888,True
615050879,['2171-9098'],487375,31,Unknown
6150513117,"['1743-1697', '1463-9955']",477746,238,Unknown
615051838,['2393-1140'],486103,240,True
615052121,"['1132-8231', '2340-4795']",484027,11,True
615052138,"['2657-6023', '1641-2478']",485070,95,True
615052139,"['2391-677X', '1641-4381']",485977,149,True
615052405,['0860-3480'],502461,108,Unknown
6150681542,['0547-3101'],484164,14,Unknown
650460681,['2385-8052'],484164,180,True
6150681553,"['0547-3330', '2560-3051']",498333,152,True
61507314,"['1745-8315', '0020-7578']",441991,4064,Unknown
6150738740,"['1468-2710', '1468-2702']",442780,933,Unknown
6150738881,"['1468-2737', '1745-820X']",474898,517,Unknown
6150746649,"['2311-9896', '2411-6181']",487816,18,True
6150764821,"['1475-4975', '0363-6550']",444836,750,Unknown
6150776907,"['1568-5268', '1387-6805']",445027,115,Unknown
6150804184,"['0304-4181', '1873-1279']",340101,802,Unknown
6150807830,"['1478-5714', '1478-5706']",474642,183,Unknown
6150807887,"['1478-5722', '1478-5730']",471643,297,Unknown
6150831310,"['1570-064X', '0085-2376']",442443,340,Unknown
6150839377,"['2050-0742', '2050-0750']",478848,86,Unknown
6150849667,['2068-7249'],493428,98,Unknown
6150849749,['2068-8016'],484777,78,True
6150849820,"['2068-9969', '2067-4082']",490952,54,True
6150849858,['2069-0533'],486375,177,True
6150879549,['1525-383X'],451212,411,Unknown
6150908137,['1835-6842'],491347,39,True
61509166,"['0022-3611', '1573-0433']",443530,514,Unknown
6150937014,"['2241-2190', '1105-5758']",479755,56,Unknown
6150937039,"['1108-3441', '2241-2816']",482799,83,Unknown
6150966199,"['1356-4765', '1572-8692']",446418,659,Unknown
615097885,"['0992-986X', '2397-8570']",503445,79,True
616010294,"['1468-2672', '0266-7215']",342018,1433,Unknown
616010317,"['0266-7363', '1469-5839']",440098,1094,Unknown
61601043975,"['1382-340X', '1571-8069']",414862,578,Unknown
61601060433,['1370-0049'],474961,216,Unknown
61601062052,['2517-6323'],494240,71,True
61601065319,"['2695-415X', '0211-8483']",486256,122,True
61601065341,['2695-4168'],503335,2,True
61601065373,"['0210-1629', '2695-4397']",494597,3,True
61601074094,"['1106-5737', '2732-6640']",500261,83,True
61601086269,"['2044-2416', '2044-2424']",484908,166,Unknown
61601086339,"['2044-2513', '2044-2521']",484188,289,Unknown
61601087553,"['1313-2644', '1313-2652']",486795,136,Unknown
61601095985,"['1846-6168', '1848-5588']",490636,156,True
61601096008,"['1848-5782', '1331-1182']",436993,66,Unknown
61601096063,['1848-6304'],485280,4,True
61601143841,['1988-5202'],486741,768,True
61601145129,"['1539-7785', '2048-0717']",451293,238,Unknown
61601150361,['0967-8948'],484653,25,Unknown
61601222269,['1760-5393'],476220,404,True
61601222379,['1760-7507'],485367,72,Unknown
61601225800,"['0211-0547', '1699-292X']",439633,70,True
61601225860,['1699-2938'],494301,12,True
61601264830,"['2254-4135', '1130-6149']",484025,75,True
61601266324,['2254-4143'],489559,66,True
61601266352,['2254-4313'],497100,60,True
61601266371,['2254-4380'],496740,173,Unknown
616012706,"['1745-6916', '1745-6924']",477589,1262,Unknown
61601274448,"['0323-1119', '2570-9127']",482161,27,Unknown
61601274462,"['0323-1267', '2570-9151']",482162,6,True
61601274469,"['2644-7185', '0323-262X']",487442,5,Unknown
616012771,['2352-250X'],491473,1488,Unknown
61601280741,"['2194-606X', '1793-2157', '2153-3792']",471740,154,Unknown
61601286236,"['1816-2959', '0003-8008']",481510,58,Unknown
61601341836,['1474-9041'],440404,954,Unknown
61601355797,"['0901-8328', '1502-7244']",342515,309,Unknown
61601368597,"['1755-0645', '1755-0637']",475493,295,Unknown
61601373961,['0255-6812'],499085,36,True
61601373995,"['0255-7614', '1744-795X']",441943,875,Unknown
616014080,"['1048-9843', '1873-3409']",444352,1534,Unknown
61601413213,"['1213-1962', '1804-4824']",488114,148,Unknown
61601413245,"['1213-2101', '2571-0710']",488656,274,Unknown
61601413297,"['1213-2144', '2336-4394']",494998,35,True
616014178,"['1744-5191', '1049-4820']",441684,1757,Unknown
61601420529,"['2115-6360', '2273-0893']",488350,164,Unknown
61601420565,['2115-6395'],484877,156,Unknown
61601458987,"['0047-2441', '1740-2379']",442891,686,Unknown
61601481957,"['2387-0346', '2341-0531']",486276,34,True
61601481983,['2387-0893'],493357,19,True
61601481993,"['0213-2486', '2387-1377']",482025,12,Unknown
61601482014,"['1133-1542', '2387-1814']",497511,25,True
61601482082,['2387-4562'],476522,78,True
61601512376,"['2111-4838', '1956-3485']",483474,350,Unknown
61601514913,['0206-3735'],481970,13,Unknown
61601516789,"['1965-0620', '0152-7401']",476585,857,Unknown
616015301,"['1467-9973', '0026-1068']",444781,1351,Unknown
61601571369,['2284-1784'],504987,9,True
62502442614,['2282-4979'],504987,2,Unknown
61601592855,"['2683-5711', '0352-3713']",502421,143,True
61601592937,['0352-5007'],483992,3,Unknown
61601626697,"['0251-2513', '1873-0388', '1573-1782']",441731,477,Unknown
61601632682,"['1752-2331', '1473-3536']",471251,300,Unknown
61601638624,['2616-4868'],499779,136,True
61601638675,"['0871-1569', '2183-1718']",441290,32,True
61601640045,['2183-1750'],486673,22,True
61601640096,['2183-2439'],483516,612,True
61601640148,['2183-2463'],483527,729,True
61601649872,"['1753-1063', '1753-1055']",471217,561,Unknown
6160167738,"['0038-982X', '2217-3986']",503713,116,True
61601681064,"['1989-4635', '1139-7861']",488139,180,True
61601681523,"['1989-5143', '1887-8598']",485898,100,Unknown
61601682008,"['1989-4554', '1139-1146']",471159,12,True
61601682012,['1989-4570'],489911,49,Unknown
61601682049,"['1989-4619', '0213-7674']",445018,2,Unknown
61601682051,"['1989-4627', '0213-1781']",473653,31,True
61601682071,"['1130-0507', '1989-4651']",482869,97,Unknown
61601682092,"['1989-466X', '1699-2105']",488403,166,True
61601682127,"['2007-9699', '1989-4996']",486101,2,Unknown
61601682129,['1989-5097'],503784,31,True
61601682217,"['1989-5313', '1695-2731']",488534,205,True
61601703098,['1339-0163'],486206,2,Unknown
61601740295,"['1477-3708', '1741-2609']",440424,771,Unknown
61601755805,"['1824-310X', '0393-9375']",482312,595,Unknown
61601800260,"['1753-8637', '1753-8645']",476110,73,Unknown
61601800290,"['1753-8955', '1753-8947']",488684,914,True
61601811,"['1465-394X', '0951-5089']",418687,1634,Unknown
61601814,"['0951-5224', '1468-2273']",441152,1188,Unknown
61601820683,"['2194-3680', '1438-4752']",483182,175,Unknown
61601861081,['2056-9017'],449478,493,Unknown
622052386,['0742-7778'],449478,135,Unknown
61601868047,"['1747-0919', '1747-0927']",468926,840,Unknown
61601871421,"['1848-865X', '0547-2504']",450676,90,True
61601872367,"['1847-6376', '1848-7874']",487674,20,True
61601872439,"['1333-6371', '1848-8374']",500152,4,True
61601872494,"['1848-8676', '1334-2312']",484464,34,True
61601872530,"['1331-7202', '1848-9001']",468745,10,Unknown
61601885254,['1286-4986'],470313,324,True
61601906391,['2081-8130'],486167,122,True
61601922,"['0162-9778', '1751-7877']",415725,1020,Unknown
61601922478,"['2712-0457', '2712-0430']",503843,2,Unknown
61601954082,['2522-1272'],497241,49,Unknown
61601957408,"['2213-6738', '2213-6746']",486548,81,Unknown
61601983497,"['0025-1003', '1475-3502']",443943,888,Unknown
61601992919,"['1464-5335', '0267-8373']",343382,965,Unknown
61601998472,"['2542-386X', '2542-3851']",498527,80,Unknown
61602001931,"['2644-4917', '2644-4542']",499349,19,Unknown
61602004207,"['2519-4984', '2519-4976']",498525,57,True
61602007041,"['0165-1153', '2041-2827']",477708,858,Unknown
61602018156,['1989-4015'],485821,19,Unknown
61602025185,"['2285-2204', '2285-3499']",491581,22,True
61602025189,['2285-3642'],483923,75,True
61602025240,['2285-388X'],493663,24,Unknown
61602025249,"['2350-4226', '2232-5131']",485001,139,True
61602025304,"['2350-4242', '0580-373X']",482412,66,True
61602025380,"['2350-4250', '0353-9660']",471086,63,True
61602025431,"['2350-4269', '1855-8453']",485338,32,True
61602025454,"['2350-4595', '1318-2951']",492964,150,True
61602025496,"['1855-4431', '2350-4803']",484584,34,True
61602025528,['2350-5443'],498857,4,True
61602043370,"['1988-2157', '1131-6837']",472464,166,True
61602090405,['2399-9101'],491570,46,True
61602095360,"['1608-9057', '1857-3533']",486656,9,Unknown
61602146454,"['1989-9742', '1139-1723']",482921,180,True
61602146490,['1989-9572'],488165,5,True
61602146496,"['1989-4147', '1576-9402']",488793,489,True
61602146564,['1989-6425'],490928,115,True
61602158958,['2300-5076'],486684,116,True
6160218293,"['1364-971X', '1758-9150']",474913,160,Unknown
61602188082,"['1479-4098', '2044-8414']",483216,477,Unknown
61602220185,['2387-5739'],487364,68,True
61602220202,"['0801-7778', '2387-5879']",423267,43,True
61602220244,"['1894-8421', '2387-6743']",490106,21,True
61602222468,"['0265-5322', '1477-0946']",444302,997,Unknown
61602239828,"['0986-6124', '1958-9239']",471685,91,Unknown
61602254915,"['0002-6980', '1745-8234']",437528,835,Unknown
616023918,"['0165-2516', '1613-3668']",342284,1859,Unknown
616024210,['0165-4896'],342731,2092,Unknown
616024362,"['0260-2938', '1469-297X']",438174,1929,Unknown
61602460569,"['2052-0212', '2052-0204']",486899,39,Unknown
616025572,"['0266-0784', '1474-0567']",440255,1174,Unknown
616025576,"['0266-2426', '1741-2870']",341399,1433,Unknown
616025716,"['0266-4909', '1365-2729']",442667,1656,Unknown
61602610948,"['2223-3814', '2076-2429']",487817,65,True
61602684454,"['2198-6959', '0942-2285']",473127,67,True
61602684468,"['1867-0903', '0942-4040']",478932,150,Unknown
61602684578,"['2190-6246', '0942-5403']",444179,675,Unknown
61602688289,"['0001-2343', '2363-5606']",438091,69,Unknown
61602699085,"['1885-9542', '1885-365X']",499151,92,True
616027035,"['0017-8969', '1748-8176']",475881,2343,Unknown
61602777728,['0220-6617'],483473,378,True
616028523,"['0307-5079', '1470-174X']",339733,2658,Unknown
616028761,"['0308-0110', '1365-2923']",435330,8149,Unknown
61602894494,"['1573-1928', '1381-2890']",341828,875,Unknown
61603112303,"['1750-9858', '1750-984X']",479816,239,Unknown
61603158,"['0305-1862', '1365-2214']",439029,3104,Unknown
61603318520,"['1573-6938', '1386-4157']",440567,759,Unknown
61603469765,['2239-1118'],489582,1,True
61603547386,['1760-6659'],502302,26,True
6160360840,"['2657-9545', '0033-2372']",486479,115,Unknown
616036087,['1041-6080'],444356,2184,Unknown
616036157,"['0066-7374', '1467-9264']",446041,1374,Unknown
616038848,['0042-6989'],342510,21685,Unknown
616038925,['0047-2352'],442721,2445,Unknown
616038978,"['1752-7554', '0047-2336']",339711,1434,Unknown
616041187,"['2199-5915', '0015-573X']",490343,10,Unknown
616041638,"['0355-3140', '1795-990X']",340185,3561,True
616042978,['0013-7006'],434819,3888,Unknown
6160432557,"['2051-6789', '2051-6770']",487085,690,Unknown
6160456013,"['1613-3676', '0167-6318']",342168,592,Unknown
61604715,"['0046-2772', '1099-0992']",342828,2981,Unknown
61604762,"['2101-0064', '0046-2616']",440367,1215,Unknown
616047686,"['1265-1354', '1777-5329']",483021,255,Unknown
616048166,"['1989-063X', '1575-0361']",483269,50,Unknown
616048875,"['2312-1599', '2312-9387']",488394,96,Unknown
616049115,"['2544-2554', '2451-1986']",493453,32,Unknown
616049116,"['2084-4492', '2544-2562']",487266,6,Unknown
616049174,['0095-4470'],443532,1796,Unknown
6160505768,"['1989-0613', '0048-7694']",476796,74,Unknown
6160505794,"['2109-9502', '0048-7988']",484483,85,Unknown
616051809,"['1099-1611', '1057-9249']",446213,4725,Unknown
616053156,"['0045-3102', '1468-263X']",438664,3069,Unknown
616055483,"['0143-4632', '1747-7557']",341890,1960,Unknown
616058739,"['1895-5088', '2391-5129']",501901,25,Unknown
616058750,"['0223-5102', '1724-2134']",444748,1240,Unknown
6160594032,"['1380-3611', '1744-4187']",440101,696,Unknown
6160601294,"['2213-1035', '2213-1027']",486523,57,Unknown
61606179,['1359-8546'],447297,1126,Unknown
