EP_id,Publications_in_venue,Original_Title,Country_of_Publication,ERIH_PLUS_Disciplines,disc_count
481729,6,Archiv Orientální,Czechia,"Cultural Studies, History, Linguistics, Literature",4
445807,342,Physics in Perspective,Switzerland,History & Philosophy of Science,1
479167,324,Landscape History,United Kingdom,"History, Art and Art History",2
486539,47,Journal of Religion in Japan,Netherlands,"History, Religious Studies and Theology",2
341304,965,Journal of Indian Philosophy,Netherlands,Philosophy,1
447211,2,Studi Classici e Orientali,Italy,Classical Studies,1
501997,28,Studia Historiae Oeconomicae,Poland,"History, Economics, Sociology",3
481818,15,Studia Rossica Posnaniensia,Poland,"Linguistics, Literature",2
446193,131,Psychological Science in the Public Interest,United Kingdom,Psychology,1
439909,1043,Diogenes (English Edition),United Kingdom,History,1
440760,624,Forum der Psychoanalyse,Germany,Psychology,1
342186,828,European Journal of Population,Netherlands,"Demography, Social Statistics and Informatics",2
485447,194,Archaeologia historica,Czechia,"Archaeology, History",2
437992,2480,Archaeometry,United Kingdom,Archaeology,1
482684,469,Labour History Review,United Kingdom,History,1
446396,719,Renaissance Studies,United Kingdom,"Art and Art History, Literature, History",3
476943,183,Journal of Arab & Muslim Media Research,United Kingdom,"Cultural Studies, Film and Theatre Studies, Media Studies and Communication",3
489164,330,Insights: the UKSG journal,United Kingdom,"Library and Information Science, Media Studies and Communication",2
491709,86,African Renaissance,United Kingdom,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
478242,551,Evidence & Policy,United Kingdom,"Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",2
442222,733,ITL - International Journal of Applied Linguistics,Belgium,Linguistics,1
499036,72,Transilvania,Romania,"Art and Art History, Cultural Studies, History, Interdisciplinary research in the Humanities, Linguistics, Literature, Religious Studies and Theology, Sociology",8
440619,573,Feminist Legal Studies,Netherlands,Gender Studies,1
446898,196,Seventeenth-Century French Studies,United Kingdom,Literature,1
504109,1,Revue Internationale des Economistes de Langue Française,Poland,"Gender Studies, Business and Management, Demography, Economics, Environmental Studies, Interdisciplinary research in the Social Sciences",6
504127,1,EDUCATION. INNOVATION. DIVERSITY,Latvia,"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",2
481607,1,Kwartalnik neofilologiczny,Poland,Linguistics,1
499950,1,Przegląd Historyczno-Wojskowy,Poland,History,1
468552,1,Gesprächsforschung,Germany,Linguistics,1
479773,5,SELIM: Journal of the Spanish Society for Medieval English Language and Literature,Spain,"Literature, Linguistics",2
484032,240,"Spal, Revista de Prehistoria y Arqueología de la Universidad de Sevilla",Spain,Archaeology,1
496456,45,Ukrainian Policymaker,Ukraine,"Business and Management, Cultural Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Political Sciences and International Relations, Sociology",6
480197,279,The Mental Lexicon,Netherlands,"Linguistics, Psychology",2
480174,2792,Education Sciences,Switzerland,Pedagogical & Educational Research,1
470867,1082,Cultural Studies of Science Education,Netherlands,Pedagogical & Educational Research,1
470667,1471,Body image,Netherlands,Psychology,1
442730,2316,Journal of Cultural Heritage,France,Art and Art History,1
441202,1124,History of Education,United Kingdom,"Pedagogical & Educational Research, History",2
468546,337,FORUM: Revue internationale d’interprétation et de traduction / International Journal of Interpretation and Translation,France,Linguistics,1
342289,1816,Labour Economics,Netherlands,"Business and Management, Economics",2
442829,1334,Journal of Empirical Finance,Netherlands,"Business and Management, Economics",2
496717,300,Archaeological Research in Asia,Netherlands,"Anthropology, Archaeology",2
342509,3251,Third World Quarterly,United Kingdom,"Economics, Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",3
484327,1622,Archaeological and Anthropological Sciences,Germany,Archaeology,1
438357,1838,Behavioral sciences & the law,United Kingdom,Psychology,1
451404,288,Belgian Journal of Linguistics,Netherlands,Linguistics,1
443216,1582,Journal of Logic and Computation,United Kingdom,Philosophy,1
343385,2795,Behavioural Pharmacology,United Kingdom,Psychology,1
442260,483,Japanese Journal of Political Science,United Kingdom,Political Sciences and International Relations,1
340152,2664,European Planning Studies,United Kingdom,Human Geography and Urban Studies,1
440488,1145,European Journal of the History of Economic Thought,United Kingdom,History,1
441182,747,"Historical Journal of Film, Radio and Television",United Kingdom,History,1
492769,91,Research in Social Sciences and Technology,Netherlands,"Anthropology, Archaeology, Art and Art History, Gender Studies, History, History & Philosophy of Science, Cultural Studies, Demography, Economics, Law, Political Sciences and International Relations, Science and Technology Studies, Sociology, Social Statistics and Informatics, Human Geography and Urban Studies, Linguistics, Literature, Pedagogical & Educational Research, Philosophy, Psychology, Religious Studies and Theology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",23
482697,451,Histoire & Mesure,France,History,1
484039,177,Časopis pro právní vědu a praxi,Czechia,Law,1
442442,70,Journal of Arabic and Islamic studies,Norway,Cultural Studies,1
468505,244,Tidsskrift for kjønnsforskning,Norway,Gender Studies,1
485612,231,Cuadernos de Trabajo Social,Spain,Sociology,1
446209,1353,Psychology of women quarterly,United Kingdom,"Psychology, Gender Studies",2
446354,613,ReCALL,United Kingdom,"Linguistics, Pedagogical & Educational Research",2
478453,1,Lejana. Revista Crítica de Narrativa Breve,Hungary,Literature,1
504614,259,International Review of Applied Sciences and Engineering,Hungary,"Media Studies and Communication, Business and Management, Economics, Science and Technology Studies, Social Statistics and Informatics, Human Geography and Urban Studies",6
502017,15,Journal of Literary Education,Spain,"Literature, Pedagogical & Educational Research",2
496885,28,CIUDAD Y TERRITORIO ESTUDIOS TERRITORIALES,Spain,Human Geography and Urban Studies,1
498614,13,Revista Iberoamericana de Economía Solidaria e Innovación Socioecológica,Spain,"Economics, Political Sciences and International Relations, Sociology, Environmental Studies, Interdisciplinary research in the Social Sciences",5
497630,6,Atrio. Revista de Historia del Arte,Spain,Art and Art History,1
440785,1138,French Studies,United Kingdom,"Linguistics, Literature",2
496892,12,Romanian Review of Geographical Education,Romania,"Cultural Studies, Demography, Environmental Studies, Human Geography and Urban Studies, Pedagogical & Educational Research, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",7
491180,39,Linguaculture,Romania,"Linguistics, Literature, Interdisciplinary research in the Humanities",3
484119,84,Gender Studies,Romania,Gender Studies,1
484863,139,Romanian Journal of English Studies (RJES),Romania,Linguistics,1
503234,36,Acta Universitatis Sapientiae Legal Studies,Romania,Law,1
487253,70,European Review of Applied Sociology,Romania,Sociology,1
485968,9,"Discobolul - Jurnalul de Educatie Fizica, Sport si Kinetoterapie",Romania,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
503153,277,Baština,Serbia,"Art and Art History, History, History & Philosophy of Science, Cultural Studies, Library and Information Science, Media Studies and Communication, Film and Theatre Studies, Business and Management, Economics, Law, Linguistics, Literature, Pedagogical & Educational Research, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",15
503551,20,Information & Media,Lithuania,"Library and Information Science, Media Studies and Communication, Interdisciplinary research in the Social Sciences",3
448065,375,Visual Resources,United Kingdom,Art and Art History,1
487855,49,Journal of Migration History,Netherlands,"Anthropology, History, Sociology",3
490595,4,Transfer. Reception Studies,Poland,"Gender Studies, Cultural Studies, Library and Information Science, Media Studies and Communication, Film and Theatre Studies, Literature, Interdisciplinary research in the Humanities",7
498715,3,Prawne Problemy Górnictwa i Ochrony Środowiska,Poland,Law,1
494067,47,Open Economics,Poland,"Business and Management, Economics",2
491308,206,Open Cultural Studies,Poland,Cultural Studies,1
483983,428,Zeitschrift für Unternehmens- und Gesellschaftsrecht,Germany,Law,1
493429,4,Pielęgniarstwo XXI wieku,Poland,Interdisciplinary research in the Social Sciences,1
493429,171,Pielęgniarstwo XXI wieku,Poland,Interdisciplinary research in the Social Sciences,1
489061,14,Panoptikum,Poland,Film and Theatre Studies,1
503527,41,Dialogi Polityczne,Poland,"Law, Political Sciences and International Relations, Philosophy",3
498382,12,Colloquia Theologica Ottoniana,Poland,"Philosophy, Religious Studies and Theology, Interdisciplinary research in the Humanities",3
487250,114,Management & Marketing,Romania,Business and Management,1
487250,114,Management & Marketing,Romania,Business and Management,1
483937,1147,Psychiatria Polska,Poland,Psychology,1
497048,47,Ming Qing Yanjiu,Netherlands,"History, Political Sciences and International Relations, Sociology",3
473383,17,Linguae &,Italy,"Linguistics, Literature",2
471063,333,Spanish in Context,Netherlands,Linguistics,1
475992,135,International Review of Pragmatics,Netherlands,Linguistics,1
342262,820,Multilingua - Journal of Cross-cultural and Interlanguage Communiciation,Germany,Linguistics,1
438270,1297,Australian Journal of Education,United Kingdom,Pedagogical & Educational Research,1
489977,2041,Frontiers in Education,Switzerland,Pedagogical & Educational Research,1
504322,30,Architektonické listy Fakulty architektúry STU,Slovakia,"Art and Art History, History, Cultural Studies, Science and Technology Studies, Environmental Studies, Human Geography and Urban Studies",6
482068,570,Les Nouvelles de l'Archéologie,France,Archaeology,1
491580,39,Secuencias. Revista de Historia del Cine,Spain,"Art and Art History, Cultural Studies, Media Studies and Communication, Film and Theatre Studies, Interdisciplinary research in the Social Sciences",5
495243,38,European Public & Social Innovation Review - EPSIR,Spain,"Gender Studies, Cultural Studies, Business and Management, Economics, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",9
482997,7,Edukacja dorosłych,Poland,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
482998,41,Baltic-Pontic Studies,Poland,Archaeology,1
497938,34,Gospodarka Materiałowa i Logistyka,Poland,"Business and Management, Demography, Economics, Law, Political Sciences and International Relations, Science and Technology Studies, Environmental Studies",7
445221,4678,Nicotine & Tobacco Research,United Kingdom,Psychology,1
497918,55,Облік і фінанси,Ukraine,"Business and Management, Economics",2
500622,43,Afghanistan,United Kingdom,Interdisciplinary research in the Humanities,1
492977,63,Zbornik radova Akademije umetnosti,Serbia,"Art and Art History, Film and Theatre Studies, Musicology, Interdisciplinary research in the Humanities",4
498574,33,Nordic Journal of Studies in Policing (NJSP),Norway,Law,1
499923,6,Nordic Research in Music Education,Norway,"Musicology, Pedagogical & Educational Research",2
476151,357,Educacion XX1,Spain,Pedagogical & Educational Research,1
484033,124,Éndoxa: Series Filosóficas,Spain,"Anthropology, Philosophy",2
499399,91,REVISTA DE COMUNICACIÓN Y SALUD: RCyS,Spain,"Media Studies and Communication, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",3
470348,148,Revista Española de Educación Comparada,Spain,Pedagogical & Educational Research,1
477679,25,Enlightening Tourism: a Pathmaking Journal,Spain,Interdisciplinary research in the Social Sciences,1
485616,114,Investigaciones Turísticas,Spain,Interdisciplinary research in the Social Sciences,1
487268,213,Revista de Derecho Político,Spain,Law,1
440507,491,European Review of Economic History,United Kingdom,History,1
436343,156,Slavonica,United Kingdom,Literature,1
488775,5,Anales de Filología Francesa,Spain,"Linguistics, Literature",2
493724,36,Politikon: The IAPSS Journal of Political Science,,Political Sciences and International Relations,1
502750,78,Ius Matrimoniale,Poland,"Law, Religious Studies and Theology",2
496799,235,Zeszyty Prawnicze,Poland,"History, Law",2
485110,83,Marketing Instytucji Naukowych i Badawczych,Poland,"Business and Management, Media Studies and Communication",2
493908,9,Miscellanea Posttotalitariana Wratislaviensia,Poland,"History, Linguistics, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
482021,89,"Studia Historica, Historia Medieval",Spain,History,1
491007,20,Gallaecia: revista de arqueoloxía e antigüidade,Spain,"Archaeology, History, Interdisciplinary research in the Humanities",3
493855,79,Ciudades,Spain,"Interdisciplinary research in the Social Sciences, Human Geography and Urban Studies, Interdisciplinary research in the Humanities",3
498979,17,"Revista Educación, Política y Sociedad",Spain,"History & Philosophy of Science, Cultural Studies, Political Sciences and International Relations, Sociology, Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",6
498756,31,Hikma,Spain,"Cultural Studies, Linguistics",2
481999,3,Cuadernos de Arte de la Universidad de Granada,Spain,Art and Art History,1
491605,52,Small Business International Review,Spain,Economics,1
499337,4,Política y Gobernanza. Revista de Investigaciones y Análisis Político,Spain,"Political Sciences and International Relations, Sociology",2
504827,66,APICE. REVISTA DE EDUCACIÓN CIENTÍFICA,Spain,Pedagogical & Educational Research,1
503162,25,Studia Celto-Slavica,United Kingdom,"History, Cultural Studies, Linguistics, Literature, Interdisciplinary research in the Humanities",5
503960,170,Revista Internacional de Educación y Aprendizaje,Spain,Pedagogical & Educational Research,1
504781,6,Journal of Neuroeducation,Spain,"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",2
505257,5,Itinerarios de Trabajo Social,Spain,"Sociology, Psychology",2
496739,47,Cuadernos de estudios del siglo XVIII,Spain,Interdisciplinary research in the Humanities,1
475048,45,Central European Journal of Communication,Poland,Media Studies and Communication,1
500322,161,Journal of Agribusiness and Rural Development,Poland,Economics,1
503588,19,Annual Center Review,Poland,Law,1
485230,126,Rocznik Integracji Europejskiej,Poland,Political Sciences and International Relations,1
501936,10,"Journal of Education, Society & Multiculturalism",Romania,Pedagogical & Educational Research,1
486939,2,University of Bucharest Review - Literary and Cultural Studies Series,Romania,"Cultural Studies, Literature",2
503235,52,Erdélyi Jogélet,Romania,Law,1
476738,165,Journal of Historical Linguistics,Netherlands,Linguistics,1
339705,2488,Agricultural Economics,Netherlands,Economics,1
475039,20,Cadernos de Fraseoloxía Galega,Spain,Linguistics,1
498155,92,New Medit,Italy,"Economics, Environmental Studies",2
480446,673,Contemporary French and Francophone Studies,United Kingdom,Literature,1
439818,428,Der Islam,Germany,Religious Studies and Theology,1
494004,3,"Anuarul Universitatii 'Petre Andrei' din Iasi - Fascicula: Asistenta Sociala, Sociologie, Psihologie",Romania,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations, Psychology, Sociology",4
340010,313,Norsk Antropologisk Tidsskrift,Norway,Anthropology,1
476531,79,Islamic Africa,Netherlands,"History, Religious Studies and Theology",2
478218,246,TRAMES. A Journal of the Humanities and Social Sciences,Estonia,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
341798,772,Numen,Netherlands,Religious Studies and Theology,1
486124,13,Roczniki Historyczne,Poland,History,1
494267,202,Security and Defence Quarterly,Poland,"History, History & Philosophy of Science, Media Studies and Communication, Demography, Economics, Law, Political Sciences and International Relations, Sociology, Pedagogical & Educational Research, Philosophy, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",13
480060,51,Contemporary Economics,Poland,"Business and Management, Economics",2
480060,122,Contemporary Economics,Poland,"Business and Management, Economics",2
496469,114,Društvene i humanističke studije: Časopis Filozofskog fakulteta u Tuzli,Bosnia and Herzegovina,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
484874,198,Journal of New Approaches in Educational Research,Spain,Pedagogical & Educational Research,1
487141,30,Campus Virtuales,Spain,Pedagogical & Educational Research,1
494042,63,De Medio Aevo,Spain,"Art and Art History, History, Cultural Studies, Literature, Musicology, Philosophy, Religious Studies and Theology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",9
444451,175,Literature and history,United Kingdom,"History, Literature",2
488293,688,Digital Scholarship in the Humanities,United Kingdom,"Art and Art History, Cultural Studies, Film and Theatre Studies, History, Interdisciplinary research in the Humanities, Library and Information Science, Linguistics, Literature",8
486461,67,East Asian Pragmatics,United Kingdom,"Cultural Studies, Linguistics, Media Studies and Communication",3
499316,115,Likars'ka sprava,Ukraine,Classical Studies,1
478521,51,Dedica. Revista de Educação e Humanidades,Spain,Pedagogical & Educational Research,1
497755,296,Sexual and Reproductive Health Matters (SRHM),United Kingdom,Anthropology,1
503137,3,Bioderecho.es,Spain,"Law, Philosophy, Interdisciplinary research in the Social Sciences",3
500166,42,DIGILEC Revista Internacional de Lenguas y Culturas,Spain,"Cultural Studies, Linguistics, Literature, Pedagogical & Educational Research, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",6
486857,24,Caplletra,Spain,"Linguistics, Literature",2
493432,747,Revista de Estudios e Investigación en Psicología y Educación,Spain,"Pedagogical & Educational Research, Psychology",2
480305,47,Collectanea Christiana Orientalia,Spain,"Archaeology, Art and Art History, Cultural Studies, History, Interdisciplinary research in the Humanities, Literature, Religious Studies and Theology",7
494763,48,Culturas. Revista de Gestión Cultural,Spain,"Anthropology, Cultural Studies",2
488593,30,Elos. Revista de Literatura Infantil e Xuvenil,Spain,Literature,1
494090,362,Communication & Society,Spain,Media Studies and Communication,1
342189,386,Public Archaeology,United Kingdom,Archaeology,1
483654,56,European journal of life writing,Netherlands,"History, Interdisciplinary research in the Humanities, Literature",3
504677,20,Tilburg Law Review,United Kingdom,"Law, Pedagogical & Educational Research",2
442890,124,Journal of European Integration History. Revie d’Histoirce de l’Intégration Européenne. Zeitschrift für Geschichte der Europäischen Integration,Germany,History,1
476417,909,Agenda: Empowering Women For Gender Equity,"United Kingdom, South Africa",Gender Studies,1
484458,488,Mélanges de l'Ecole Française de Rome. Moyen-âge,Italy,"Archaeology, History",2
483657,61,REDIMAT - Journal of Research in Mathematics Education,Spain,Pedagogical & Educational Research,1
488792,106,ENRAHONAR. Quaderns de filosofia. An international journal of theoretical and practical reason.,Spain,Philosophy,1
496805,27,Слово і Час,Ukraine,Literature,1
476620,799,Investment Management and Financial Innovations,Ukraine,"Business and Management, Economics",2
500652,3,International Journal of Religion,United Kingdom,"Anthropology, Cultural Studies, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies, Philosophy, Religious Studies and Theology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",9
490894,24,Remittances Review,United Kingdom,"Business and Management, Demography, Economics, Political Sciences and International Relations, Sociology, Social Statistics and Informatics, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences",8
470851,163,Middle East Journal of Culture and Communication,Netherlands,"Anthropology, Sociology",2
482932,566,Repères. Recherches en didactique du français langue maternelle,France,Pedagogical & Educational Research,1
500460,25,Acta Tecnología,Slovakia,Science and Technology Studies,1
505323,7,Acta Mechatronica,Slovakia,Science and Technology Studies,1
503494,7,Međunarodne studije,Croatia,"History, Cultural Studies, Media Studies and Communication, Business and Management, Economics, Political Sciences and International Relations, Sociology, Philosophy, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",10
440506,1312,European Review of Agricultural Economics,United Kingdom,Economics,1
441562,1466,Industrial and Corporate Change,United Kingdom,"Business and Management, Economics",2
485252,3,ARGUMENT: Biannual Philosophical Journal,Poland,"Interdisciplinary research in the Humanities, Philosophy",2
486033,38,Historia Slavorum Occidentis. Czasopismo historyczne,Poland,"Archaeology, Art and Art History, History, History & Philosophy of Science, Interdisciplinary research in the Humanities",5
445259,584,Nordicom Review,Sweden,Media Studies and Communication,1
340006,155,Utbildning och Demokrati,Sweden,Pedagogical & Educational Research,1
468583,883,Journal of Research in Childhood Education,United Kingdom,Pedagogical & Educational Research,1
340243,3654,Ethology,Germany,Psychology,1
341868,547,Asian Philosophy,United Kingdom,Philosophy,1
487666,147,Belvedere Meridionale,Hungary,"History, Interdisciplinary research in the Social Sciences, Sociology",3
483151,4,Fordítástudomány,Hungary,Linguistics,1
472115,10,Anali Zavoda za Povijesne Znanosti Hrvatske Akademije Znanosti i Umjetnosti u Dubrovniku,Croatia,History,1
483054,6,Radovi zavoda za povijesne znanosti hazu u zadru,Croatia,History,1
493772,2,Radovi Zavoda za znanstvenoistraživački i umjetnički rad u Bjelovaru,Croatia,"Archaeology, Art and Art History, History, History & Philosophy of Science, Cultural Studies, Demography, Sociology, Pedagogical & Educational Research",8
486355,6,Radovi Zavoda za znanstveni rad Varaždin,Croatia,"Archaeology, Art and Art History, Demography, History, Law, Literature, Musicology, Philosophy, Sociology",9
482418,4,Arti musices,Croatia,Musicology,1
339943,2480,Psychology and Health,"Switzerland, United Kingdom",Psychology,1
489888,17,International Journal of Literary Linguistics,Germany,"Linguistics, Literature",2
498403,298,Юридичний журнал «Право України»,Ukraine,Law,1
478455,952,Tourism Management Perspectives,Netherlands,"Interdisciplinary research in the Social Sciences, Business and Management",2
469991,1151,"Population, Space and Place",United Kingdom,"Demography, Human Geography and Urban Studies",2
489593,166,ReS Futurae,France,"Art and Art History, Cultural Studies, Literature",3
439148,1492,Clinical Child Psychology and Psychiatry,United Kingdom,Psychology,1
490892,40,Göç Dergisi,United Kingdom,"Anthropology, History, Cultural Studies, Demography, Economics, Political Sciences and International Relations, Sociology, Social Statistics and Informatics, Human Geography and Urban Studies, Linguistics, Psychology, Interdisciplinary research in the Social Sciences",12
486517,42,Global Journal of Comparative Law,Netherlands,Law,1
486030,310,Journal of the American Philosophical Association,United Kingdom,Philosophy,1
488827,730,Confins,France,"Environmental Studies, Human Geography and Urban Studies",2
481820,23,Studia Źródłoznawcze. Commentationes,Poland,"History, History & Philosophy of Science, Interdisciplinary research in the Humanities",3
473378,106,Liber Annuus,Belgium,"Classical Studies, History",2
483997,11,Romanica Wratislaviensia,Poland,"Linguistics, Literature",2
442959,1018,Journal of Forensic Psychiatry & Psychology,United Kingdom,Psychology,1
443619,2091,Journal of Psycholinguistic Research,Netherlands,Linguistics,1
476101,122,Viking and Medieval Scandinavia,Belgium,"History, Literature",2
484905,43,"Journal of Language, Literature and Culture",United Kingdom,"Cultural Studies, Linguistics, Literature",3
484357,682,Anatolian Studies,United Kingdom,"Archaeology, History",2
484358,90,Anatolica,Netherlands,"Archaeology, History",2
470917,288,Morphology,Netherlands,Linguistics,1
451026,418,Film-Philosophy,United Kingdom,"Cultural Studies, Film and Theatre Studies, Media Studies and Communication, Philosophy",4
342000,6121,Behavioral Ecology and Sociobiology,Germany,Psychology,1
494075,2,Idei,Bulgaria,"Philosophy, Religious Studies and Theology",2
502382,2,"Културно-историческо наследство : Опазване, представяне, дигитализация",Bulgaria,"Art and Art History, History & Philosophy of Science, Cultural Studies, Science and Technology Studies, Social Statistics and Informatics, Pedagogical & Educational Research, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",8
451599,1,Rivista di Linguistica,Italy,Linguistics,1
446411,1840,Reproductive Health Matters: An international journal on sexual and reproductive health and rights,United Kingdom,Gender Studies,1
446488,1217,Review of International Political Economy,United Kingdom,"Business and Management, Economics, Political Sciences and International Relations",3
340982,1788,International Business Review,Netherlands,"Business and Management, Economics",2
340982,2,International Business Review,Netherlands,"Business and Management, Economics",2
444565,1571,Mariner's Mirror,United Kingdom,History,1
445051,696,Natural Language Engineering,United Kingdom,Linguistics,1
482059,202,Археологія,,"Anthropology, Archaeology, History",3
489042,6,Naveg@mérica. Revista editada por la Asociación Española de Americanistas,Spain,"History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",3
485220,63,Revista Lusófona de Educação,Portugal,"Cultural Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",4
479641,1198,Israel Law Review,United Kingdom,Law,1
476656,473,Research Studies in Music Education,United Kingdom,Musicology,1
439847,1665,Deutsche Vierteljahrsschrift für Literaturwissenschaft und Geistesgeschichte (DVJS),Germany,Literature,1
343651,2096,Development and Change,United Kingdom,"Business and Management, Political Sciences and International Relations",2
443965,8698,Journal of the Operational Research Society,United Kingdom,"Library and Information Science, Business and Management",2
469923,389,International Journal for the Study of the Christian Church,United Kingdom,Religious Studies and Theology,1
441187,1483,Historical Research,United Kingdom,History,1
447744,1350,Theory and society,Netherlands,History,1
440955,3116,Gerontology,Switzerland,Psychology,1
340621,1902,European Journal of Engineering Education,Netherlands,Pedagogical & Educational Research,1
446818,1302,Scottish journal of theology,United Kingdom,Religious Studies and Theology,1
425414,1344,Journal of European Public Policy,United Kingdom,Political Sciences and International Relations,1
425414,717,Journal of European Public Policy,United Kingdom,Political Sciences and International Relations,1
485712,35,Studia Prawno-Ekonomiczne,Poland,"Economics, Law",2
477519,33774,Frontiers in Psychology,Switzerland,Psychology,1
499287,3888,Journal of Personalized Medicine,Switzerland,Science and Technology Studies,1
481017,533,International Journal of Developmental Disabilities (IJDD),United Kingdom,Pedagogical & Educational Research,1
486594,412,L'Espace politique,France,"Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",3
441994,837,International Journal of Public Opinion Research,United Kingdom,"Media Studies and Communication, Political Sciences and International Relations",2
445415,1044,Open Economies Review,Netherlands,Economics,1
429963,1636,Clinical Psychology and Psychotherapy,United Kingdom,Psychology,1
447113,488,Space & Polity,United Kingdom,"Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",2
342844,1277,Political Behavior,Netherlands,Political Sciences and International Relations,1
497587,55,"The Agenda Setting Journal: Theory, Practice, Critique",Netherlands,"Media Studies and Communication, Political Sciences and International Relations",2
342878,18,Kunst og kultur,Norway,Art and Art History,1
476497,319,International Theory,United Kingdom,Political Sciences and International Relations,1
422109,830,"Pedagogy, Culture & Society",United Kingdom,Pedagogical & Educational Research,1
500294,313,Sociologija,,Sociology,1
342604,688,Management Accounting Research,United Kingdom,Business and Management,1
482698,194,América: cahiers du CRICCAL,France,Literature,1
447946,186,Tyndale Bulletin,United Kingdom,"History, Religious Studies and Theology",2
471094,394,Strategic Entrepreneurship Journal,United Kingdom,Business and Management,1
474783,285,Translation and Interpreting Studies,Netherlands,Linguistics,1
486346,959,Humanities,Switzerland,"Anthropology, Art and Art History, Gender Studies, History, Cultural Studies, Film and Theatre Studies, Political Sciences and International Relations, Environmental Studies, Human Geography and Urban Studies, Linguistics, Literature, Philosophy, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",14
499454,152,Buildings & Cities,United Kingdom,"Environmental Studies, Human Geography and Urban Studies",2
502122,55,Revista de Economía Aplicada,United Kingdom,"Business and Management, Economics",2
340258,215,Cahiers Élisabéthains: A Journal of English Renaissance Studies,United Kingdom,Literature,1
445728,642,Philosophical Investigations,United Kingdom,Philosophy,1
342436,696,Novum Testamentum,Netherlands,Religious Studies and Theology,1
482436,324,War & Society,United Kingdom,History,1
340125,5088,AIDS Care,United Kingdom,Psychology,1
440843,1425,Gender and Education,United Kingdom,"Psychology, Gender Studies, Pedagogical & Educational Research",3
413958,1187,"Sport, Education and Society",United Kingdom,Pedagogical & Educational Research,1
340690,467,Nordic journal of music therapy,Norway,Musicology,1
486506,582,Nieuwe West-Indische Gids,Netherlands,History,1
441690,956,Intercultural Education,United Kingdom,Pedagogical & Educational Research,1
481614,103,Louvain Studies,Belgium,Religious Studies and Theology,1
451143,334,Journal of Beckett Studies,United Kingdom,Literature,1
478831,337,Dutch Crossing: Journal of Low Countries Studies,United Kingdom,"Art and Art History, Linguistics, Literature, History",4
499073,16,Sociologie Românească,Romania,Sociology,1
497422,4,International Journal of User-System Interaction,Romania,"Interdisciplinary research in the Social Sciences, Science and Technology Studies, Social Statistics and Informatics",3
486524,182,International Journal of Chinese Education,Netherlands,Pedagogical & Educational Research,1
483611,34,Indo-European Linguistics,Netherlands,Linguistics,1
490848,100,Muzikologija,Serbia,"History, Sociology, Musicology, Interdisciplinary research in the Humanities",4
503548,36,Asian Languages and Linguistics,Netherlands,Linguistics,1
502964,10,Modern Geográfia,Hungary,"Cultural Studies, Demography, Political Sciences and International Relations, Sociology, Social Statistics and Informatics, Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences",8
486592,15,Kaleidoscope Művelődés- Tudomány- és Orvostörténeti Folyóirat,Hungary,"History & Philosophy of Science, Interdisciplinary research in the Humanities",2
424232,968,Children's Geographies,United Kingdom,"Sociology, Psychology",2
481978,37,Estudios Eclesiásticos. Revista de investigación e información teológica y canónica,Spain,Religious Studies and Theology,1
500205,20,Santander. Estudios de Patrimonio,Spain,"Anthropology, Archaeology, Art and Art History, Cultural Studies",4
